doc_id,news_title,sentiment,char_length,word_count,processed_text
3584,"`` We reached agreement with the union that flights will continue as normal , '' Finnair spokesman Usko Maatta said .",1,117,21,reach agreement union flight continue normal finnair spokesman usko maatta
3585,"global air passenger demand rose 6.3% y-o-y in 2016, says iata",1,62,11,global air passenger demand rise iata
3586,"guan eng: review, amendment of sst goods list by year end",1,57,11,guan eng review amendment sst good list end
3587,vard bags s$66 mil contract to build trawler for norwegian fishery,1,66,11,vard bag mil contract build trawler norwegian fishery
3588,"International sales rose by 59.8 % to EUR 1,244.4 mn .",1,54,11,international sale rise eur
3589,"Under the agreement , TietoEnator will provide Blyk with extended application and business process management services and an IT infrastructure .",1,145,21,agreement tietoenator provide blyk extend application business process management service infrastructure
3590,Net cash flow from operations is expected to remain positive .,1,62,11,net cash flow operation expect remain positive
3591,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,1,100,20,net sale grow period million million million
3592,cimb ib research slashes target price for media prima to 25 sen,-1,63,12,cimb research slash target price medium prima sen
3593,"just when you thought singapore 's o&g woes were over, they ' ve surfaced again",-1,79,15,think singapore woe surface
3594,The Latest: Buffett says cuts will pay off at Kraft Heinz,1,57,11,latest buffett cut pay kraft heinz
3595,hrdf chief executive datuk cm vignaesvaran jeyandran has tendered his resignation effective from today,1,102,14,hrdf chief executive datuk vignaesvaran jeyandran tender resignation effective today
3596,amway 3q earnings jump 61% on higher sales; names martin liou new md,1,68,13,amway earnings jump higher sale name martin liou
3597,"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 .",1,100,19,earnings per share january june eur increase eur
3598,"dbkl, think city to upgrade nine historical laneways in kl city",1,63,11,dbkl think city upgrade nine historical laneways city
3599,hong kong 's runaway property market may be heading for a fall,-1,62,12,hong kong runaway property market may head fall
3600,"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",1,235,45,finnish silicon wafer technology okmetic oyj omx helsinki okm report thursday august operate profit eur period january june eur correspond period
3601,mercedes-benz 's financing arm sees plenty of room for growth in malaysia,1,73,12,mercedes benz finance arm see plenty room growth malaysia
3602,"kim loong 's 4q net profit up 17%, declares nine sen dividend",1,61,12,kim loong net profit declare nine sen dividend
3603,It will focus on improving its profitability next year by streamlining operations .,1,83,13,focus improve profitability next streamline operation
3604,"So far , Mr. Galvan he has been able to avoid laying off workers .",1,66,15,far mr. galvan able avoid lay worker
3605,"BHP, Residents Brace as Cyclone Stan Nears Australian Coast",-1,59,9,bhp resident brace cyclone stan near australian coast
3606,Singapore in May 2011 1 July 2010 - Finnish air carrier Finnair Oyj ( HEL : FIA1S ) said today it will open a daily route to Singapore on 30 May 2011 as part of its growth strategy in Asia .,1,190,41,singapore may july finnish air carrier finnair oyj hel fia today open daily route singapore may part growth strategy asia
3607,kossan 's 4q net profit up 2.4% on improved performance in gloves division,1,74,13,kossan net profit improve performance glove division
3608,"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",1,155,30,turnover surge eur eur due increase service demand especially quarter overall growth business
3609,scan associates' auditor expresses doubt over its ability to continue as a going concern,-1,88,14,scan associate auditor express doubt ability continue go concern
3610,"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",-1,80,16,last million passenger fly airline
3611,Raisio 's malting capacity was in full use in 2008 .,1,52,11,raisio malt capacity full use
3612,Barclays CEO Staley Says Brexit Slump Caused by Profit Fears,-1,60,10,barclays ceo staley brexit slump cause profit fear
3613,isr capital responds to queries raised by sgx in fy17 financial statements,1,74,12,isr capital respond query raise sgx financial statement
3614,The bank sees a potential for Getinge share to rise .,1,53,11,bank see potential getinge share rise
3615,"3cnergy incorporates malaysian subsidiary to develop aged care centres, nursing homes",1,85,11,cnergy incorporate malaysian subsidiary develop age care centre nurse home
3616,"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",1,206,34,transaction strengthen position ... design brand good fiskars president ceo heikki allonen point group relatively overlap operation
3617,"dagang nexchange shares most active, up 8% on 4q profit rise",1,60,11,dagang nexchange share active profit rise
3618,The members of the management team will contribute to the adjustment measures with temporary salary cut of 5 % .,1,112,20,member management team contribute adjustment measure temporary salary cut
3619,idris jala replaces saw choo boon as chairman of heineken malaysia,1,66,11,idris jala replace saw choo boon chairman heineken malaysia
3620,The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,-1,126,29,sale month end march slide eur us$ eur last
3621,pac chief ' satisfied' with arul kanda 's answers so far,1,56,11,pac chief satisfy arul kanda answer far
3622,Sharm el Sheikh: EasyJet axes all flights to Egypt's leading holiday resort,-1,75,12,sharm sheikh easyjet ax flight egypt lead holiday resort
3623,"not there yet, but malaysia turning into failed state under najib, says veteran journalist",-1,90,14,yet malaysia turn fail state najib veteran journalist
3624,lbs bina 2q profit up 41% on higher take-up rate of properties,1,62,12,lb bina profit higher take rate property
3625,"STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP .",1,225,39,stx finland sign preliminary agreement build environmentally friendly generation cruise ferry viking line manage turku finland stockholm sweden withviking line abp
3626,"ihh healthcare to set up chinese jvco to provide specialised care, services",1,75,12,ihh healthcare set chinese jvco provide specialise care service
3627,"nestle 1q 's net profit up 17.5% on strong domestic sales, export growth",1,72,13,nestle net profit strong domestic sale export growth
3628,fbm klci rises with s&p 500 futures ahead of us rate decision,1,61,12,fbm klci rise future ahead rate decision
3629,"najib won' t sue wsj in us, can' t get higher damages there, says lawyer",1,72,15,najib sue wsj get higher damage lawyer
3630,One of Uponor 's promising future products is a hydronic cooling system .,1,73,13,uponor promise future product hydronic cool system
3631,' cimb 's overseas ops to come back strongly this year ',1,56,12,cimb overseas ops come back strongly
3632,putrajaya approves rm333.5m more in funding for sapangan bay container port expansion,1,85,12,putrajaya approve fund sapangan bay container port expansion
3633,pos malaysia advances 4.4% on intention to tap alibaba 's growth,1,64,11,po malaysia advance intention tap alibaba growth
3634,CORRECTED-Shire to buy Dyax for about $5.9 bln,1,46,8,correct shire buy dyax bln
3635,Copper market may get a 2003-style supply shock from Glencore closures,-1,70,11,copper market may get style supply shock glencore closure
3636,"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",1,138,28,nine month talvivaara net loss narrow eur million eur million period
3637,ex ho hup director ordered to pay ho hup us$2.5m in loss and damages,-1,68,14,hup director order pay hup us$ loss damage
3638,"38% of unhappy singaporeans looking to leave their jobs, says ranstad",-1,69,11,unhappy singaporean look leave job ranstad
3639,philippine c.bank considering ' strong monetary action' to tame price pressures,1,79,11,philippine c.bank consider strong monetary action tame price pressure
3640,FTSE 100 flat; Standard Chartered leads risers,1,46,7,ftse flat standard charter lead riser
3641,cimb research lowers target price for dagang nexchange to 53 sen,1,64,11,cimb research lower target price dagang nexchange sen
3642,this property reit owns one of singapore 's best malls and business parks,1,73,13,property reit own singapore best mall business park
3643,hengyuan refining among top decliners as the stock falls near 6%,-1,64,11,hengyuan refine among top decliners stock fall near
3644,The new policy was also aimed at making the companies more profitable and competitive .,1,87,15,policy aim make profitable competitive
